Category,City,Customer Name,Discount,Manufacturer,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Order Date,Ship Date,Ship Mode,State,Sub-Category,Product Container,Store Name,New Transportation,Unit Price,Shipping Cost,Priority
Furniture,Ashoknagar,Sibu P ,0.1,Safco,SGP-2016-66314,"SAFCO Chairmat, Red",52,3,Central,162,Consumer,2017/9/26,2017/9/30,Second Class,Madhya Pradesh,Chairs,Wrap Bag,Fisher,Regular Air,4.73,1.52,Not Specified
Office Supplies,Gonda,Deenanath Bhuva ,0.17,Binney & Smith,SGP-2017-44110,"Binney & Smith Markers, Fluorescent",2,3,East,63,Consumer,2018/12/3,2018/12/3,Same Day,Uttar Pradesh,Art,Jumbo Box,Morgan,Delivery Truck,160.98,35.02,High
Technology,Roorkee,Arvindkumar Dalvi ,0,Motorola,SGP-2015-49073,"Motorola Audio Dock, with Caller ID",81,1,North,173,Corporate,2016/3/21,2016/3/27,Standard Class,Uttarakhand,Phones,Wrap Bag,Fisher,Regular Air,4.73,1.52,Not Specified
Office Supplies,Bhachau,Gopal TSHUKUTSWANE ,0,Wilson,SGP-2016-28199,"Wilson Jones Binding Machine, Economy",3,3,West,147,Consumer,2017/9/12,2017/9/19,Standard Class,Gujarat,Binders,Small Box,Rose,Express Air,420.98,19.99,High
Office Supplies,Lucknow,Chandana Kulkarni ,0,Cardinal,SGP-2016-28199,"Cardinal Binder, Recycled",18,5,East,71,Consumer,2017/9/12,2017/9/19,Standard Class,Uttar Pradesh,Binders,Small Box,Rose,Express Air,420.98,19.99,High
Technology,Ongole,Sunil Thakur ,0,Enermax,SGP-2017-48156,"Enermax Mouse, Bluetooth",106,6,South,242,Consumer,2018/6/10,2018/6/13,Second Class,Andhra Pradesh,Accessories,Small Box,Robinson,Express Air,6.48,6.81,Urgent
Furniture,Alandur,Amit Siddappa ,0,Bush,SGP-2017-51432,"Bush Classic Bookcase, Traditional",124,5,South,2063,Corporate,2018/6/20,2018/6/26,Standard Class,Tamil Nadu,Bookcases,Small Box,Robinson,Express Air,6.48,6.81,Urgent
Office Supplies,Srikakulam,Jaspreet Babu ,0,Fellowes,SGP-2017-51432,"Fellowes File Cart, Single Width",206,3,South,412,Corporate,2018/6/20,2018/6/26,Standard Class,Andhra Pradesh,Storage,Small Box,Hayes,Express Air,6.48,7.49,Medium
Furniture,Rajahmundry,R M ,0,Eldon,SGP-2014-23789,"Eldon Door Stop, Durable",157,9,South,425,Consumer,2015/10/7,2015/10/11,Second Class,Andhra Pradesh,Furnishings,Small Box,Hayes,Regular Air,100.98,7.18,Medium
Office Supplies,Jagdispur,Saurabh Kahnani ,0,Novimex,SGP-2014-23789,"Novimex Round Labels, Adjustable",2,2,East,8,Consumer,2015/10/7,2015/10/11,Second Class,Bihar,Labels,Small Box,Lane,Regular Air,15.14,4.53,Low
Technology,Morbi,Kamal A ,0.17,Epson,SGP-2014-54155,"Epson Phone, Durable",53,2,West,135,Home Office,2015/8/13,2015/8/17,Standard Class,Gujarat,Machines,Jumbo Box,Jones,Delivery Truck,58.14,36.61,Medium
Office Supplies,Bahadurgarh,Kunal Naik ,0,Cuisinart,SGP-2016-78711,"Cuisinart Blender, Red",36,3,North,201,Home Office,2017/5/16,2017/5/16,Same Day,Haryana,Appliances,Small Box,Jackson,Regular Air,33.29,8.74,Urgent
Office Supplies,Alappuzha,Charuchandra Gupta ,0,Hamilton Beach,SGP-2016-14409,"Hamilton Beach Toaster, White",50,2,South,111,Corporate,2017/12/13,2017/12/15,Second Class,Kerala,Appliances,Small Box,Lane,Regular Air,15.14,4.53,Low
Furniture,Ujjain,Shivakumar Teli ,0,Tenex,SGP-2016-14409,"Tenex Clock, Durable",119,6,Central,284,Corporate,2017/12/13,2017/12/15,Second Class,Madhya Pradesh,Furnishings,Small Box,Hayes,Regular Air,100.98,7.18,Medium
Office Supplies,Akola,Rangarajan Aravind ,0,Kleencut,SGP-2014-59447,"Kleencut Trimmer, Steel",3,2,West,82,Home Office,2015/12/26,2015/12/30,Standard Class,Maharashtra,Supplies,Jumbo Box,Jones,Delivery Truck,58.14,36.61,Medium
Technology,Sailu,Smita Saxena ,0,Belkin,SGP-2014-59447,"Belkin Mouse, Erganomic",17,2,West,77,Home Office,2015/12/26,2015/12/30,Standard Class,Maharashtra,Accessories,Small Box,Jackson,Regular Air,33.29,8.74,Urgent
Furniture,Barnala,Atul Naik ,0.1,Harbour Creations,SGP-2017-58138,"Harbour Creations Chairmat, Adjustable",127,5,North,335,Corporate,2018/6/17,2018/6/21,Standard Class,Punjab,Chairs,Small Pack,Hicks,Regular Air,12.64,4.98,Medium
Technology,Tiruchirappalli,Vinod Paul ,0.1,Hewlett,SGP-2017-58138,"Hewlett Wireless Fax, High-Speed",795,7,South,2384,Corporate,2018/6/17,2018/6/21,Standard Class,Tamil Nadu,Copiers,Small Box,Jackson,Regular Air,13.79,8.78,Urgent
Office Supplies,Kadayanallur,Sandeep Rana ,0.1,Fellowes,SGP-2017-58138,"Fellowes Box, Wire Frame",3,3,South,51,Corporate,2018/6/17,2018/6/21,Standard Class,Tamil Nadu,Storage,Small Box,Jackson,Regular Air,13.79,8.78,Urgent
Office Supplies,Rameswaram,Nupur Sinha ,0.1,Advantus,SGP-2017-58138,"Advantus Push Pins, Assorted Sizes",18,5,South,53,Corporate,2018/6/17,2018/6/21,Standard Class,Tamil Nadu,Fasteners,Small Pack,Hicks,Regular Air,12.64,4.98,Medium
Technology,Mirzapur,Gautam S V Prasad ,0.1,Motorola,SGP-2017-58138,"Motorola Speaker Phone, with Caller ID",66,3,East,350,Corporate,2018/6/17,2018/6/21,Standard Class,Uttar Pradesh,Phones,Small Box,Hayes,Express Air,6.48,7.49,Medium
Office Supplies,Khammam,Prashant Dasgupta ,0.1,Ibico,SGP-2015-10041,"Ibico Binding Machine, Durable",33,2,South,95,Home Office,2016/11/30,2016/12/2,Second Class,Telangana,Binders,Wrap Bag,Carroll,Regular Air,5.08,2.03,Low
Office Supplies,Palmaner,Vidyadhar Gupta ,0.1,Stanley,SGP-2015-10041,"Stanley Pencil Sharpener, Fluorescent",18,4,South,89,Home Office,2016/11/30,2016/12/2,Second Class,Andhra Pradesh,Art,Small Box,King,Regular Air,29.34,7.87,Low
Office Supplies,Katihar,Mohan Singh ,0.1,Kleencut,SGP-2015-10041,"Kleencut Trimmer, Serrated",11,10,East,343,Home Office,2016/11/30,2016/12/2,Second Class,Bihar,Supplies,Wrap Bag,Carroll,Regular Air,5.08,2.03,Low
Furniture,Surat,Dhiraj Bass ,0,Sauder,SGP-2016-16992,"Sauder 3-Shelf Cabinet, Traditional",73,4,West,667,Consumer,2017/11/16,2017/11/19,Second Class,Gujarat,Bookcases,Wrap Bag,Fisher,Regular Air,1.76,0.7,Low
Office Supplies,Alnavar,H Pathak ,0,Rogers,SGP-2016-16992,"Rogers Trays, Single Width",55,6,South,370,Consumer,2017/11/16,2017/11/19,Second Class,Karnataka,Storage,Small Box,King,Regular Air,29.34,7.87,Low
Office Supplies,Hubli,Ibrahim S ,0.1,Stiletto,SGP-2015-77535,"Stiletto Letter Opener, Easy Grip",8,5,South,128,Home Office,2016/5/25,2016/5/29,Standard Class,Karnataka,Supplies,Small Pack,Marietta,Regular Air,115.79,1.99,Urgent
Furniture,Ausa,Bruno A J ,0,Bush,SGP-2015-74392,"Bush Floating Shelf Set, Pine",41,4,West,690,Corporate,2016/10/23,2016/10/28,Standard Class,Maharashtra,Bookcases,Small Pack,Marietta,Regular Air,115.79,1.99,Urgent
Furniture,Bankra,Deepak Jain ,0,Novimex,SGP-2017-76555,"Novimex Bag Chairs, Black",1,2,East,87,Consumer,2018/9/17,2018/9/19,Second Class,West Bengal,Chairs,Wrap Bag,Fisher,Regular Air,1.76,0.7,Low
Furniture,Nellore,Suhail Rajawat ,0,Safco,SGP-2017-76555,"SAFCO Chairmat, Set of Two",109,5,South,310,Consumer,2018/9/17,2018/9/19,Second Class,Andhra Pradesh,Chairs,Small Box,Snyder,Regular Air,6.48,7.86,High
Office Supplies,Lalpur,Dasarath Panchal ,0,Avery,SGP-2017-76555,"Avery Binding Machine, Economy",34,5,West,244,Consumer,2018/9/17,2018/9/19,Second Class,Gujarat,Binders,Small Pack,Davis,Express Air,10.01,1.99,High
Technology,Kandla,Navin Dandotia ,0,Apple,SGP-2015-30684,"Apple Office Telephone, VoIP",54,2,West,131,Corporate,2016/10/19,2016/10/24,Standard Class,Gujarat,Phones,Small Pack,Wagner,Regular Air,2.08,2.56,Low
Office Supplies,Kalanaur,Jayanta Rao Kadambala ,0,Avery,SGP-2015-30684,"Avery 3-Hole Punch, Clear",12,4,North,109,Corporate,2016/10/19,2016/10/24,Standard Class,Haryana,Binders,Small Box,Mcdonald,Regular Air,6.48,6.6,Medium
Office Supplies,Lohardaga,Santoshkumar Mohanty ,0.1,Fellowes,SGP-2016-43578,"Fellowes Shelving, Blue",21,2,Central,104,Consumer,2017/10/31,2017/11/2,First Class,Jharkhand,Storage,Wrap Bag,Morris,Regular Air,2.28,5.2,Not Specified
Furniture,Hassan,Manoj SUBRAMANIYAM ,0,Safco,SGP-2015-33813,"SAFCO Rocking Chair, Black",21,4,South,530,Home Office,2016/6/20,2016/6/24,Standard Class,Karnataka,Chairs,Small Box,Anderson,Regular Air,34.99,7.73,Urgent
Furniture,Vaikam,Mehul Puri ,0,Bush,SGP-2015-33813,"Bush 3-Shelf Cabinet, Pine",74,3,South,434,Home Office,2016/6/20,2016/6/24,Standard Class,Kerala,Bookcases,Small Pack,Wagner,Regular Air,2.08,2.56,Low
Technology,Porsa,Nandita Gupta ,0,HP,SGP-2016-27639,"HP Copy Machine, Laser",7,3,Central,730,Corporate,2017/4/5,2017/4/11,Standard Class,Madhya Pradesh,Copiers,Small Box,Morris,Regular Air,5.68,1.39,Not Specified
Office Supplies,Nagpur,Subhajit Kumar ,0,Tenex,SGP-2016-27639,"Tenex File Cart, Industrial",322,5,West,671,Corporate,2017/4/5,2017/4/11,Standard Class,Maharashtra,Storage,Small Box,Snyder,Regular Air,6.48,7.86,High
Office Supplies,Pimpri,Abhijit Thiyagarajan ,0.1,Green Bar,SGP-2017-39798,"Green Bar Parchment Paper, Multicolor",20,5,West,81,Consumer,2018/12/10,2018/12/11,First Class,Maharashtra,Paper,Small Box,Lee,Regular Air,20.95,5.99,Urgent
Office Supplies,Kakching,J D'souza ,0.1,Fellowes,SGP-2017-39798,"Fellowes Shelving, Wire Frame",63,3,North East,154,Consumer,2018/12/10,2018/12/11,First Class,Manipur,Storage,Small Box,Texona,Regular Air,20.95,4,Not Specified
Technology,Jatani,Basappa Kumar ,0.5,Apple,SGP-2017-12330,"Apple Smart Phone, Full Size",-1094,4,East,1272,Home Office,2018/8/20,2018/8/24,Standard Class,Orissa,Phones,Small Pack,Davis,Express Air,10.01,1.99,High
Office Supplies,Malerkotla,Raja Jagtap ,0,Eldon,SGP-2016-30775,"Eldon File Cart, Single Width",46,6,North,768,Corporate,2017/5/30,2017/6/2,Second Class,Punjab,Storage,Wrap Bag,Morris,Regular Air,2.28,5.2,Not Specified
Office Supplies,Bundi,Arpan P ,0,OIC,SGP-2016-64732,"OIC Clamps, Bulk Pack",10,2,North,40,Home Office,2017/9/20,2017/9/22,Second Class,Rajasthan,Fasteners,Small Box,Texona,Regular Air,20.95,4,Not Specified
Furniture,Salem,Avinash Maini ,0,Hon,SGP-2016-64732,"Hon Executive Leather Armchair, Adjustable",164,1,South,455,Home Office,2017/9/20,2017/9/22,Second Class,Tamil Nadu,Chairs,Small Box,Mcdonald,Regular Air,6.48,6.6,Medium
Office Supplies,Rae Bareli,K. Patange ,0.1,KitchenAid,SGP-2015-72684,"KitchenAid Toaster, Black",-4,5,East,381,Consumer,2016/3/28,2016/4/2,Standard Class,Uttar Pradesh,Appliances,Large Box,Carpenter,Regular Air,40.97,14.45,Medium
Office Supplies,Maniar,Udai Arora ,0.1,Rogers,SGP-2015-72684,"Rogers File Cart, Industrial",20,1,East,127,Consumer,2016/3/28,2016/4/2,Standard Class,Uttar Pradesh,Storage,Small Box,Bell,Regular Air,15.98,4,Low
Technology,Bareilly,Ramjee B Padmaraj ,0.1,Belkin,SGP-2015-72684,"Belkin Numeric Keypad, Bluetooth",88,4,East,209,Consumer,2016/3/28,2016/4/2,Standard Class,Uttar Pradesh,Accessories,Small Box,Bell,Regular Air,15.98,4,Low
Furniture,Bahraich,Namit Beri ,0,Hon,SGP-2017-17839,"Hon Bag Chairs, Set of Two",23,2,East,95,Home Office,2018/11/4,2018/11/10,Standard Class,Uttar Pradesh,Chairs,Small Box,Morris,Regular Air,5.68,1.39,Not Specified
Technology,Kolkata,Keshav Gandhi ,0,Memorex,SGP-2017-17839,"Memorex Numeric Keypad, Bluetooth",89,7,East,318,Home Office,2018/11/4,2018/11/10,Standard Class,West Bengal,Accessories,Large Box,Carpenter,Regular Air,40.97,14.45,Medium
Furniture,Baranagar,Lav Vijay Anand ,0.25,Novimex,SGP-2014-40715,"Novimex Chairmat, Adjustable",-59,4,East,176,Home Office,2015/7/1,2015/7/5,Standard Class,West Bengal,Chairs,Small Box,Anderson,Regular Air,34.99,7.73,Urgent
Furniture,Durgapur,R Kumar ,0.35,Sauder,SGP-2014-40715,"Sauder Classic Bookcase, Traditional",17,2,East,567,Home Office,2015/7/1,2015/7/5,Standard Class,West Bengal,Bookcases,Small Box,Lee,Regular Air,20.95,5.99,Urgent
Office Supplies,Buxar,Sunil B ,0,GlobeWeis,SGP-2017-39434,"GlobeWeis Mailers, Set of 50",33,2,East,77,Consumer,2018/9/25,2018/10/2,Standard Class,Bihar,Envelopes,Medium Box,Kennedy,Regular Air,20.99,4.81,Not Specified
Office Supplies,Buxar,Srinivasu Khwaja ,0.1,Advantus,SGP-2017-35311,"Advantus Thumb Tacks, Bulk Pack",2,2,East,24,Consumer,2018/11/19,2018/11/23,Standard Class,Bihar,Fasteners,Jumbo Box,Hermingen,Delivery Truck,260.98,41.91,Urgent
Technology,Dhoraji,Priti Panwala ,0,SanDisk,SGP-2014-63703,"SanDisk Flash Drive, USB",32,4,West,159,Consumer,2015/12/27,2015/12/31,Standard Class,Gujarat,Accessories,Jumbo Box,Hermingen,Delivery Truck,260.98,41.91,Urgent
Office Supplies,Kollegal,R M ,0,OIC,SGP-2017-41093,"OIC Thumb Tacks, 12 Pack",4,3,South,41,Consumer,2018/8/8,2018/8/11,Second Class,Karnataka,Fasteners,Small Pack,Lee,Regular Air,2.12,1.99,Urgent
Office Supplies,Bhopal,Chinmoy Muni ,0,Acco,SGP-2017-41093,"Acco 3-Hole Punch, Recycled",43,5,Central,152,Consumer,2018/8/8,2018/8/11,Second Class,Madhya Pradesh,Binders,Medium Box,Greene,Regular Air,107.53,5.81,Medium
Office Supplies,Lonavala,Renu Reddy Sagili ,0,Hon,SGP-2017-41093,"Hon File Folder Labels, Alphabetical",15,4,West,34,Consumer,2018/8/8,2018/8/11,Second Class,Maharashtra,Labels,Small Box,Webb,Regular Air,4.49,1.49,Urgent
Office Supplies,Malerkotla,Shiva Tomar ,0,Enermax,SGP-2017-41093,"Enermax Memo Slips, Recycled",20,3,North,47,Consumer,2018/8/8,2018/8/11,Second Class,Punjab,Paper,Small Box,Kennedy,Express Air,5.4,7.78,Not Specified
Office Supplies,Jhunjhunun,Ravindra Avhad ,0,GlobeWeis,SGP-2017-41093,"GlobeWeis Business Envelopes, with clear poly window",19,3,North,63,Consumer,2018/8/8,2018/8/11,Second Class,Rajasthan,Envelopes,Small Pack,Lee,Regular Air,2.12,1.99,Urgent
Furniture,Vadamadurai,Mohammed Rao ,0,Safco,SGP-2015-73440,"SAFCO Chairmat, Set of Two",43,2,South,124,Consumer,2016/2/22,2016/2/26,Standard Class,Tamil Nadu,Chairs,Medium Box,Kennedy,Regular Air,20.99,4.81,Not Specified
Office Supplies,Mathura,Nishikant Pai ,0,Eaton,SGP-2015-73440,"Eaton Memo Slips, Multicolor",23,5,East,76,Consumer,2016/2/22,2016/2/26,Standard Class,Uttar Pradesh,Paper,Small Pack,Argoso,Regular Air,17.24,3.26,High
Office Supplies,Bah,Manish Parakh ,0,Acme,SGP-2016-12106,"Acme Ruler, High Speed",1,2,East,33,Home Office,2017/1/15,2017/1/19,Standard Class,Uttar Pradesh,Supplies,Medium Box,Greene,Regular Air,107.53,5.81,Medium
Furniture,Panihati,Charmaine Pal ,0,Novimex,SGP-2016-12106,"Novimex Rocking Chair, Black",62,3,East,387,Home Office,2017/1/15,2017/1/19,Standard Class,West Bengal,Chairs,Small Box,Kennedy,Express Air,5.4,7.78,Not Specified
Furniture,Madhyamgram,Abhijit Parab ,0,Bush,SGP-2015-55653,"Bush 3-Shelf Cabinet, Traditional",251,5,East,717,Corporate,2016/9/16,2016/9/20,Standard Class,West Bengal,Bookcases,Small Pack,Argoso,Regular Air,17.24,3.26,High
Technology,Baghdogra,Jigyasa Sarkar ,0,SanDisk,SGP-2015-55653,"SanDisk Memory Card, USB",110,2,East,225,Corporate,2016/9/16,2016/9/20,Standard Class,West Bengal,Accessories,Small Box,Webb,Regular Air,4.49,1.49,Urgent
Office Supplies,Jammalamadugu,Kalyan Dhuri ,0,Green Bar,SGP-2015-55653,"Green Bar Note Cards, Premium",3,2,South,62,Corporate,2016/9/16,2016/9/20,Standard Class,Andhra Pradesh,Paper,Small Box,Sims,Regular Air,9.99,4.78,Urgent
Furniture,Guntur,Manoj Saha ,0.1,Sauder,SGP-2017-41709,"Sauder Floating Shelf Set, Pine",0,7,South,1234,Home Office,2018/10/25,2018/10/29,Standard Class,Andhra Pradesh,Bookcases,Small Pack,Rice,Regular Air,22.01,5.53,High
Office Supplies,New Delhi,Ramraj Mitra ,0.1,Boston,SGP-2017-41709,"Boston Canvas, Blue",15,1,North,48,Home Office,2018/10/25,2018/10/29,Standard Class,Delhi,Art,Wrap Bag,Jackson,Regular Air,4,1.3,High
Office Supplies,Kathor,Jayant Rajput ,0,Eaton,SGP-2017-67959,"Eaton Memo Slips, Multicolor",14,3,West,45,Consumer,2018/5/16,2018/5/22,Standard Class,Gujarat,Paper,Large Box,Anderson,Regular Air,140.81,24.49,Not Specified
Office Supplies,Rohtak,Rajesh Seetharaman ,0,Green Bar,SGP-2017-67959,"Green Bar Parchment Paper, Multicolor",12,2,North,36,Consumer,2018/5/16,2018/5/22,Standard Class,Haryana,Paper,Wrap Bag,Garden,Regular Air,1.26,0.7,Urgent
Office Supplies,Ranibennur,Yogesh Yadav ,0,Eldon,SGP-2016-69730,"Eldon File Cart, Single Width",38,3,South,385,Consumer,2017/12/13,2017/12/15,First Class,Karnataka,Storage,Wrap Bag,Jackson,Regular Air,4,1.3,High
Office Supplies,Murwara,R Rout ,0,Ames,SGP-2016-69730,"Ames Mailers, with clear poly window",35,4,Central,158,Consumer,2017/12/13,2017/12/15,First Class,Madhya Pradesh,Envelopes,Large Box,Anderson,Regular Air,140.81,24.49,Not Specified
Technology,Paithan,Deepak Jamadar ,0,Canon,SGP-2016-69730,"Canon Copy Machine, Color",0,6,West,1581,Consumer,2017/12/13,2017/12/15,First Class,Maharashtra,Copiers,Small Pack,Rice,Regular Air,22.01,5.53,High
Office Supplies,Bundi,Sarfraz Dalal ,0,Novimex,SGP-2016-69730,"Novimex Color Coded Labels, Laser Printer Compatible",3,1,North,12,Consumer,2017/12/13,2017/12/15,First Class,Rajasthan,Labels,Wrap Bag,Garden,Regular Air,1.26,0.7,Urgent
Furniture,Shamli,Amandeep Sardana ,0.07,Sauder,SGP-2016-55555,"Sauder Library with Doors, Metal",271,2,East,720,Corporate,2017/3/6,2017/3/10,Standard Class,Uttar Pradesh,Bookcases,Small Box,Sims,Regular Air,9.99,4.78,Urgent
Office Supplies,Bettiah,Purushothama Jain ,0.47,Novimex,SGP-2016-55555,"Novimex Round Labels, Laser Printer Compatible",0,2,East,7,Corporate,2017/3/6,2017/3/10,Standard Class,Bihar,Labels,Small Box,Garden,Regular Air,2.88,1.49,High
Furniture,Rajnandgaon,Ketan Tiwari ,0.27,Rubbermaid,SGP-2016-55555,"Rubbermaid Light Bulb, Durable",0,2,Central,23,Corporate,2017/3/6,2017/3/10,Standard Class,Chhattisgarh,Furnishings,Small Box,Shaw,Regular Air,6.48,5.9,Low
Technology,Gurgaon,Jitendra Deb ,0.17,Apple,SGP-2016-55555,"Apple Audio Dock, with Caller ID",60,6,North,831,Corporate,2017/3/6,2017/3/10,Standard Class,Haryana,Phones,Small Box,Walker,Regular Air,39.98,9.83,Low
Furniture,Kharkhauda,K V Suneel Kumar ,0,Advantus,SGP-2016-36837,"Advantus Photo Frame, Black",114,5,North,265,Consumer,2017/10/22,2017/10/27,Second Class,Haryana,Furnishings,Medium Box,Spencer,Regular Air,21.78,5.94,Urgent
Furniture,Anantnag,Sushil Gajapathi ,0,Novimex,SGP-2016-36837,"Novimex Swivel Stool, Adjustable",83,2,North,334,Consumer,2017/10/22,2017/10/27,Second Class,Jammu and Kashmir,Chairs,Small Box,Nichols,Regular Air,4.24,5.41,Not Specified
Office Supplies,Jharia,Manoj Sengupta ,0,BIC,SGP-2016-36837,"BIC Canvas, Fluorescent",54,3,Central,165,Consumer,2017/10/22,2017/10/27,Second Class,Jharkhand,Art,Small Box,Edwards,Express Air,115.99,2.5,High
Technology,Bagalkot,Bhaskar Mishra ,0.47,Belkin,SGP-2017-23894,"Belkin Mouse, Bluetooth",-54,4,South,86,Consumer,2018/4/2,2018/4/5,Second Class,Karnataka,Accessories,Small Box,Garden,Regular Air,2.88,1.49,High
Office Supplies,Babai,MUNEERUL Bejugam ,0.47,Advantus,SGP-2017-23894,"Advantus Thumb Tacks, 12 Pack",-21,4,Central,28,Consumer,2018/4/2,2018/4/5,Second Class,Madhya Pradesh,Fasteners,Small Box,Nichols,Regular Air,4.24,5.41,Not Specified
Office Supplies,Rewa,Priti Panwala ,0.27,BIC,SGP-2017-23894,"BIC Pencil Sharpener, Fluorescent",-30,5,Central,110,Consumer,2018/4/2,2018/4/5,Second Class,Madhya Pradesh,Art,Small Box,Sholem,Express Air,85.99,2.5,Low
Furniture,Raigarh Fort,Kartikeya Dhanked ,0.07,Dania,SGP-2017-23894,"Dania Classic Bookcase, Pine",288,2,West,767,Consumer,2018/4/2,2018/4/5,Second Class,Maharashtra,Bookcases,Small Box,Shaw,Regular Air,6.48,5.9,Low
Office Supplies,Jalna,Nilank K ,0.1,Hon,SGP-2017-38272,"Hon Legal Exhibit Labels, Laser Printer Compatible",7,12,West,117,Corporate,2018/12/19,2018/12/22,Second Class,Maharashtra,Labels,Small Box,Walker,Regular Air,39.98,9.83,Low
Office Supplies,Mohali,Shadab Kumar Singh ,0,Stiletto,SGP-2016-77437,"Stiletto Shears, High Speed",37,2,North,96,Corporate,2017/3/16,2017/3/20,Standard Class,Punjab,Supplies,Small Box,Shaw,Regular Air,6.48,5.9,Low
Office Supplies,Mount Abu,Amandeep Sardana ,0.17,Enermax,SGP-2016-24258,"Enermax Computer Printout Paper, 8.5 x 11",4,2,North,54,Consumer,2017/10/26,2017/10/30,Standard Class,Rajasthan,Paper,Medium Box,Spencer,Regular Air,21.78,5.94,Urgent
Office Supplies,Cuddalore,Johny Bane ,0.47,Xerox,SGP-2017-18889,"Xerox Note Cards, Recycled",-8,6,South,84,Corporate,2018/12/19,2018/12/24,Second Class,Tamil Nadu,Paper,Small Box,Shaw,Regular Air,6.48,5.9,Low
Office Supplies,Erode,Conrade Chaudhary ,0.47,SanDisk,SGP-2017-18889,"SanDisk Computer Printout Paper, Premium",-23,2,South,32,Corporate,2018/12/19,2018/12/24,Second Class,Tamil Nadu,Paper,Small Box,Sholem,Express Air,85.99,2.5,Low
Office Supplies,Noida,Zozden Patro ,0.47,Stockwell,SGP-2017-18889,"Stockwell Rubber Bands, Bulk Pack",0,3,East,26,Corporate,2018/12/19,2018/12/24,Second Class,Uttar Pradesh,Fasteners,Small Box,Edwards,Express Air,115.99,2.5,High
Office Supplies,Bobbili,Sunil Singh ,0.17,Wilson,SGP-2017-18889,"Wilson Jones Hole Reinforcements, Recycled",2,2,South,8,Corporate,2018/12/19,2018/12/24,Second Class,Andhra Pradesh,Binders,Small Pack,White,Regular Air,6.64,4.95,Not Specified
Office Supplies,Karimnagar,Savio Swami ,0.17,Hoover,SGP-2017-18889,"Hoover Microwave, Silver",232,3,South,770,Corporate,2018/12/19,2018/12/24,Second Class,Telangana,Appliances,Jumbo Drum,Scott,Delivery Truck,25.98,14.36,Not Specified
Furniture,Vasco da Gama,Rajeev Singh ,0,Safco,SGP-2017-75470,"Safco Classic Bookcase, Metal",582,7,West,3063,Consumer,2018/3/11,2018/3/13,Second Class,Goa,Bookcases,Small Box,Riley,Regular Air,21.38,2.99,Not Specified
Office Supplies,Kalavad,Jayant Naidu ,0,Avery,SGP-2017-75470,"Avery Hole Reinforcements, Economy",4,3,West,13,Consumer,2018/3/11,2018/3/13,Second Class,Gujarat,Binders,Jumbo Drum,Washington,Delivery Truck,500.98,28.14,High
Furniture,Amreli,Charmaine Pal ,0,Sauder,SGP-2017-75470,"Sauder 3-Shelf Cabinet, Traditional",18,1,West,167,Consumer,2018/3/11,2018/3/13,Second Class,Gujarat,Bookcases,Small Box,Edwards,Regular Air,21.38,2.99,High
Office Supplies,Kathua,H Juneja ,0,Kraft,SGP-2017-75470,"Kraft Interoffice Envelope, Recycled",26,3,North,137,Consumer,2018/3/11,2018/3/13,Second Class,Jammu and Kashmir,Envelopes,Medium Box,Walker,Regular Air,20.99,4.81,High
Office Supplies,Sandur,Rohit Rane ,0,Cameo,SGP-2017-75470,"Cameo Interoffice Envelope, Recycled",86,5,South,231,Consumer,2018/3/11,2018/3/13,Second Class,Karnataka,Envelopes,Wrap Bag,White,Regular Air,2.21,1.12,Not Specified
Technology,Khargon,R Bobade ,0.47,Enermax,SGP-2014-73839,"Enermax Numeric Keypad, Erganomic",-2,2,Central,62,Corporate,2015/10/28,2015/11/3,Standard Class,Madhya Pradesh,Accessories,Small Box,Edwards,Regular Air,21.38,2.99,High
Office Supplies,Ulhasnagar,Kalyan Dhuri ,0.17,Avery,SGP-2014-73839,"Avery Hole Reinforcements, Economy",4,7,West,26,Corporate,2015/10/28,2015/11/3,Standard Class,Maharashtra,Binders,Medium Box,Walker,Regular Air,20.99,4.81,High
Office Supplies,Yavatmal,Yogesh Patel ,0,BIC,SGP-2015-48303,"BIC Canvas, Water Color",15,2,West,114,Corporate,2016/5/6,2016/5/11,Standard Class,Maharashtra,Art,Jumbo Drum,Scott,Delivery Truck,25.98,14.36,Not Specified
Technology,Puducherry,Sanjay Tibrewal ,0,Apple,SGP-2016-29326,"Apple Headset, VoIP",2,1,South,73,Consumer,2017/6/23,2017/6/28,Standard Class,Puducherry,Phones,Small Box,Spencer,Regular Air,140.99,4.2,High
Office Supplies,Ambur,Bhaskar Mishra ,0,Stockwell,SGP-2017-68855,"Stockwell Rubber Bands, Assorted Sizes",12,5,South,68,Consumer,2018/5/8,2018/5/14,Standard Class,Tamil Nadu,Fasteners,Jumbo Drum,Washington,Delivery Truck,500.98,28.14,High
Office Supplies,Avadi,V Baghel ,0.1,Stockwell,SGP-2014-35353,"Stockwell Rubber Bands, Assorted Sizes",5,5,South,61,Consumer,2015/4/6,2015/4/9,First Class,Tamil Nadu,Fasteners,Wrap Bag,White,Regular Air,2.21,1.12,Not Specified
Office Supplies,Cuddalore,Dattatray Giddale ,0.1,OIC,SGP-2014-35353,"OIC Rubber Bands, Bulk Pack",12,3,South,46,Consumer,2015/4/6,2015/4/9,First Class,Tamil Nadu,Fasteners,Small Pack,Edwards,Regular Air,8.32,2.38,High
